name,Photo URL,Created At,Updated At,objectid,title,creator,date,date_range,description,condition_notes,language,building,room,wall_row,shelf,notes
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/a4aa2fb5-12e5-41f1-8c39-c7602ae03ab7/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134929Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=1d44d412b9384168214e819543e39ba255929aa0910a77f26100c35f093db0a039128f0c0f5be0a441bb669d9fe459c791ec706646aa9505895271df132b21677c776c05b443d15fc078b00013c21510cc57cd41cc120472979cac49435f54ba19956e244b48944515559b6a0b3b7bfcb2149ac6ddc2277bc6042e035fa472c95f05af224f0db29ad1dcd330617fad0a9e73dbe4984e00fbf0078a1159d94eae0046b47f407cd7eef4742d928fe11199324f266697e1c3d5fe96ebffd870c8c8a661a4d5a362f7b59eb65bb94e05945f22fda181647816ba7dd41d604d6c49564fb3dce2f2e985569a8d76a544f1c946b2a0f550f19b3cfb0d25f337ec724ad3,2026-06-17 16:15:40,2026-06-17 16:15:40,816,Jahrbuch Der Merkwürdigsten Neuen Weltbegebenheiten Für 1784,,1784,,The volume itself has a brown leather spine with marbled front and back covers and gold lettering and detailing. Written in German.,,German,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/c1cc5e3c-5420-411d-bec1-7daa1914af9b/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134932Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=9fc9bea9a719aa04bcfe05feb5227873f4e259fcc411d59d0efd12187a4b71395ae2a229281a7459ec9d4bdf59102d43bc684c897e36f958a99385a6d42741b6aec8698fad85287883ca3961061235a9118026c96be34763df7530f41f418b333f87b2ddeb27ee4bae36caa0e0f7ca39d34718284bbd2bc07d6a757a2be73727cdca52472f621b69a967802dfdca6958bcfab58b09869e7b94cc3ff2ccc8f12ede01f45001d825c785926605a3d5b9a25e5868afa0b336c713b4996dc596e971bb6cbe81169170f94c41a81a597103a12aa5661d82faf990fd9a5065856fcc422ce20cea5e102ae17bc31f9ede1124deae49b97f133ff92721364f0bc54667ef,2026-06-17 16:15:40,2026-06-17 16:17:36,817,"The British Military Library; Or, Journal: Comprehending A Complete Body Of Military Knowledge",,1799,,Written in English. Stored in a tan archival hard case. A black box on the spine and gold detailing.,,English,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/f9edc55d-c250-41a9-aa37-422720fd361a/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134932Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=750c42fbf3017b63500a7833de1cfba946b069c5a912fc2a20aed8f5b2dc9874f8e73c0bf7d0513ce1ce5b8dde14f10c19e430d80e5a5b1ce9629be4d368116d2e6a6d41b942cb26cf9747b38d7eba8096884fa99adb974a4175158c5319f0f245ed12b5640264cbea5c2fd118af0988686fbba59696b8f125d8e01c15f6355d57172f17a773beec2ccbad7c369b488e53fe0ce67b55d395bedf3f3e09a5450df674058403ed2e070c1917f5400412a70197862a0e8c1d376d78591a48cf64dca8c59e3adffb33730856e940f715e924418ea764ede0013c64a0b07f89bafc83137769ff33c9205d376950ca42150a01edbdbbe089509e9404a6663a3016492f,2026-06-17 16:15:40,2026-06-17 16:15:40,818,"The British Military Library; Or, Journal: Comprehending A Complete Body Of Military Knowledge",,1801,,It has a brown leather cover with gold lettering inside of a black box in the spine.,There is damage to the spine.,English,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/fab12881-189e-46b0-9a0a-c9ee043f42b9/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134930Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=7ad8176629e4fa7f84c606ca9353ada834b37b384f0be5349d4e757d273addf261a16621cc04317e9215ca78be82a17c09b73625f2daa46fab3794c77a69af710a9e37667decce5fc7c789541ab0d7ec199bf165cfdd713fe8a5c75c7bf3a738a63ff20b002f7eb7536a6743611387c1e006102427a44b50184895ca709326c06f9fcc654ab031adb938a5219fa4634d47862d6aaaf9827e89388244f2920836b1db6cf095e324c67bf5058ccc862d38b5422d8563bf7f72a5bf0e41d515bcd038b8b4909696cbbf0a8177650d09bae6311e406afee120dd415805d3356c09e4c2eb2b820e0ea95fc654541ef6e59ee68002b64ee63d1afa4a434cbce756867e,2026-06-17 16:15:40,2026-06-17 16:15:40,819,"Naval And Military Memoirs Of Great Britain, From The Year 1727, To The Present Time",R. Beatson,1790,,It has a brown leather cover with gold lettering on the spine. It is written in English.,The front cover is detached from the spine as a condition note.,English,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/ac052bea-3dfc-4eb9-b1b5-1589d91a9276/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134930Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=cce05c8aa97b06e15e65b4c5fe8bf491e561c5f59bcc8a15d263e82be3fa6d887ee9cc2ea446f213ea17fe55e9e75836a431444661c416cf42168f2dac5392ad138f0369c77bf11460745ca769f85e8b1bb97b8b74113282260fbdb74590e2ff9b0fc9f68ff102927dca05a09ff24bd387e3d4af8e035690a5d4e1100447e88c346f4be4ee73658e0202e340db2fbffd2e5490045054de2eeb2a71973df8cdf7c32b71f461457732d2045593527539099b06a36e5c9660281f847043ec292f6dfb02461f427a9f524236d066532449205cf9fc3d263728e849c6e36b14d5b3056f7b409295989dc113cde89d051182c01f49cfb9f897d9614272cc74d15a31a7,2026-06-17 16:15:40,2026-06-17 16:15:40,820,"Naval And Military Memoirs Of Great Britain, From The Year 1727, To The Present Time",R. Beatson,1790,,"It has a brown leather cover with faded, once gold lettering. It is written in English.","There is damage between the connection of the spine and the front and back cover, but they are still mostly attached.",English,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/126de917-f96c-4673-8d9b-1ebf4f7d9f11/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134930Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=dfc4f7922d35c021e83bda5236fd785cb7f84e61df8a3dc0ae9c963b98f440dbfe5ce443653c66ab56a3853c55036dd78df20a10b04c10db6d5d0bd48b474992ed98ddd631fc68ae4e5489423a53b529e7958ad1bb7c83f44a6971194f45f04c7a4b4f6c124bf5ef702f142ca47a0b8010085ef9a7a27be833fe3e291a252f030d32e5810f0335b1fec8495c6a5b3242e583bcaeb5f54c9d5d47543527d393b54b4e4a826ac05bbd319a5e73164e8ddc3b4a08ff444bdcaa7a5869227165aeada10c58876efb7ce5e3f3d70d4209316e4f94f9d24c074b5819388da4c7851ae91b40c2864cd4123ec0844d9fdd423c4c6287dfea63a81281a9a07a3b70756a52,2026-06-17 16:15:40,2026-06-17 16:15:40,821,"Naval And Military Memoirs Of Great Britain, From The Year 1727, To The Present Time",R. Beatson,1790,,It has a dark brown leather cover with some remnants of gold lettering and detailing on the spine. It is written in English.,"The front and back covers have completely detached from the spine, and the leather cover on the spine is partially missing.",English,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/23503bf4-5d9c-45ed-8357-cbf47df75d07/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134924Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=1b7b643eef4d19fd71380cbbe8352334d1b3cb276f59d8ec5ced8c7d14a07fe53c916d04a21f498d9c53cee072b198c191f0f052ba676581dd32a28b956d18bf7cb534f94290fa790446853f245bd8ad0f6467bc595e87b0963f8a551ccc49fa9c60c4b2c88002f49332b9e9d00d37b2ff4339f88831d171622c81cfca3775f9755e56484b76fb2e1203d3535ccfbde085703f2252c9a1e6514bf800d5959ee6773b96edc36f8e952e100c64821d3b59e6b5c538083591f2f602c6c292d1e02cdc2489f7146090fd57594dc8bde3968d9a83beb8b678d71fd5134405fdc8b2d2111dfe9b3772e4cda8ac2affb6d503876112ce4522f7393cffa276a06cbf6bd3,2026-06-17 16:15:40,2026-06-17 16:15:40,822,"A Dictionary Of Arts, Manufactures And Mines",Andrew Ure,1873,,Dark gray leather cover with a bluish tint and a tanned spine due to fading with gold lettering. It is written in English.,The spine is incredibly faded from its original color.,English,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/781c687e-e7ab-4912-98e1-f9cbdc4695d2/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134924Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=700a54dc789b4fde058d08b07bf17aec6364c2d40da9cbf6e11d0986632276614518256e5488f64a6e74680bfa5ba89c026bba69903a7eefe775d1c9a3b41dbec878039668455d8e197e32cc8b74ca43f227a6b28028be4ae0b7ac03f42f6be90ec1ad8c99b4a6a67afa7f2cbacc50d21e7a35199bad08622c8bfe6b7a9c9a87f656cd069867fe47ed019128645cd7d3046ee1b3096308da4b76c5e08a3970ae86f501374fd324470aae6e266f83f2ff3e1e4e67dde131728c83936dc9360ebc9dc9089bb370da6c7d2535e25015eb27a475c4d3439a615fbea0fee1e47c75aa01ea0f16cda4d4810bc8fd89b6156f15f1914de6232f39f825dcca4bb52d6574,2026-06-17 16:15:40,2026-06-17 16:15:40,823,"A Dictionary Of Arts, Manufactures, And Mines",Andrew Ure,1873,,Dark gray leather cover with a bluish tint. The spine is tan due to fading. It is written in English.,The spine has significantly faded from its original color.,English,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/afd806c8-f9ad-4286-9943-6aec28ff12be/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134925Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=1f54eb47062f58eb46fa46ea718766a83dba1f3316be7d426288dafa4cc5cb17bc51f5f105cb72d2bc837bd38150cfca5ca90a6a95d0893e6dd116e6dd9227dc3af989a896c6aaa752272ae2cc4e39174e0300b3dd76a82fb411ab82339f39d6b0953abb75b4fe53a6735f5d696b53315e434266966e8043b4f69190e62e14dc11f43aed2b85b44357481050c80c925758bfe1aebfe604258f9a3d8fdecf9635d7a1264d4708596a1aebdbd3fa32192ae0e93bec248f8fc931f63df5203bd7b31d914fe1d0af9e1bb8ea43ead6884622854b4759e459ac4454acc98a125d81fb39e115bea22008ffdd4437ccf6b62dfb23a24410ea8d19f886e3e11e862a56fb,2026-06-17 16:15:40,2026-06-17 16:15:40,824,"A Supplement To Ure's Dictionary Of Arts, Manufactures, And Mines",Robert Hunt,1873,,Dark gray cover with a bluish tint. The spine is tan due to fading with gold lettering. Written in English.,The spine has almost completely faded from its original color due to time.,English,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/c28249a2-557e-4fe7-b22b-be8bff7ae6b7/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134934Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=d0845766d0e0dd12ff9f104619321cd44d39a1d4afb2bf428bf4bb5177c5ab44aedfe882c0dd285d5f7d17f0688ea461229d673da17cd4e8d9165cd0fd01b8c471a1cacabdd178f25044daf7d8bab290a95f3db55b0e9f0ea68f61aa0f8aedcb79592104785b539be154686cdeb994beffb312843b2917110bebe7fad91227e1a5950c704de467a9e7efa2c4591492906e4c7f94ae3dc85d73904dd4b578b215532143908c2b4f749b81c3c4c3aca3cb6ec8766e260c61d0205a35dfae34552c273a9e44c710304f835f7c5fe82118556247b8cb06220cd54049d2d3af8a52a286c4e51bd5cebe923032e443d9cef159cc9c6ce33bc79d76e64e705446e746ff,2026-06-17 16:15:40,2026-06-17 16:15:40,826,The Standard Dictionary Of Facts,Henry W. Ruoff,1913,,Maroon cover with gold lettering on the spine. It is written in English.,,English,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/c747f715-db12-4ab5-9b90-6a6ff62c39ce/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134933Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=303f20595b34ab537d02ce99846a4999f6cafb848313a70093e2bc11e1ae804f625e5aa7ac58723167e76f1ad02b9b5ab99b9b094b2c015898c7586a0856538df0358abbc801a6a6b4732347571c7eb1b79ba930cd13b5d557978b71f58727b2f79567916d147c829a6d913cab7975ce85a26ac398fc9060955e5caf32d3719a20d2dd6952641bdd0e3b1f5a201ab1f0f1790f89c0ca65973c94928a29f1dcda9fd55aa920a615645c80c9f9d5054179cf677c66ecba7012af635495621f5f6b0fd99095b21e5451acc6b72ec26145626d687465d8af11f9f2a94c9764dae4df889c5ce28762b91468471e842476a835eaa76935f895137f584fc34bf77fae8e,2026-06-17 16:15:40,2026-06-17 16:15:40,828,The Royal Standard English Dictionary,"William (Page Torn, Concealing Last Name)",,,It is short with a dark brown cover and faint gold lettering on the spine.,"There is some significant wear to the spine. As well as discoloration on the front and back pages, and some torn pages in the front of the volume.",English,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/52e19dac-85da-4d35-b3a7-d0ed5323ff9f/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134925Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=2464a6329a025fd964c5c6f4fc2ef159cf9e5997b20ab086d0cf2e4147b0f5891ec6f81ff66573bc0714981b686bebe75946d6b1b35c198ef01dfcd658f44a9b71cf80c12960924b08ac31e69e9bea911418b899f341ef591ee369a6e21f17d9c050796126fa98cc121a850c3983d4d33818a76fc02209dd8ddc436a0b8356acd3cdf97b08b4792e8a5e8ef380ba3e25d2f9180951ff7ed54b45c4f205556381348d18a37cfd03a943e0fdcd98917be5f27bffeab7977fe1fbb4b8487c47a05547b88d38afc0d7e953f270f0c2620bd6d1fdc5339ff3a99c8f97ce037177a0e32d198b695010945951374655043395cd211f88ec89cc5d78bdb0232af0af95f4,2026-06-17 16:15:40,2026-06-17 16:17:05,829,A Military Dictionary,,1810,,It has a brown cover with gold lettering on the spine. It is written in English.,,English,TPRC,FF6,1,18,
Book,"https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/668d3769-8131-4603-9d99-45b7587fc73a/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134924Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=7cb6298b47a616fe806d1b1d846cee0ba0028706f793d84c8ce5e4be1f55fe2abf9798649736f375a0a4945fab074776b4a032770a70b9e81da2f936f522c08623722cca335a23cba481522bdcc22398837f5faf1f05103ffc213df71578b47fbb6991e4e81fac9f5ab85486b6ed1e8593efeee31274f11300aa99ca3d08ccc60daee842094485c99cbb6edc3be21ff2cd15c38c6d04167f0ff11eb158556d0e233027d63db8ea7fee2974b3b8dafff69221a3904747a140817e3959b7511cb0f2d4030e8c9a671697e86fc4eb78c7666a042a96a0c46f8305c589573f745501a565083025e95a24dd5ad59095847c2c1f51d08f2472fd0bcf6706284af6c472, https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/967b3ef5-43da-4e87-a830-31e482ee841c/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134924Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=0f809e7454988ed9dd826d78019b558ef10080cd30bcdc38d5a7b5e37f2847511c39bdaeea0341cd51b396718a1e25536f23756d9472070dfe7c57da6ccb171c9fcf458adb71caff89fde5fd23ed6a277ca56ac406ebb424f380484d2819c5794543f8ae769693cc033c5afffc47213cf240d5312b2c4d6466578fb31d1efd6fcd35fa954ad2ea3d2b4aedad1fa09137b23d0d0b9100d9aa8f8f09f1200ee8d98194c7b180504d02d6e2ce4af9f84e72869490691d0ec75fbba8179eeed6b9d6b678847bd2464b33f8cf263ba86c2549df16bc0af6abd527773b97c1cec6ad2b2d1cb26e43d2258ef6d31bf84a3066d3affbe0d11d9f3aa42653df16a9cd5756",2026-06-17 16:15:40,2026-06-17 16:16:11,830,Abregé Du Dictionnaire Militaire,,1759,,The volume itself is small with a brown leather cover and gold lettering and detailing. It is written in French.,,French,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/649e2e2f-c2ba-4509-bc7b-47c65ca525c0/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134933Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=c9d1ef31660b8c248ece45d7a65cf3a3c248a3fe27e7296f87d747dbd6169fb3e1c3125036f7705aac9529cdb7a82820c5855342ab8dd707f3b21251008afdd9d14d49d33cc8916bd51b8d5f1e8ba9b0cb28022d1745f8dd996e7c8deafc0876e3014c1066d4fdfe5c6691b477222792e0da330c3d55b682bbeb19507d50de15548f0a5a54ffd73ebc388248342f6cb09489b6ca4502fc573a3c76c7d6723e36862805997bd034b67e3e66e7e0da7f1d9b3999c7eb7fe6c32b725603158d566ecac084db4c17daa46ddca356a18aa172b5a4009843595630fca7e5a18ad9d9455eb6dd54cb9ccb523a4dead2cfede90c72697022a1152be07f61bc82075bc628,2026-06-17 16:15:41,2026-06-17 16:15:41,831,The Gentleman's Compleat Military Dictionary,,1759,,The volume itself has a paper cover that is a faded green (appears to be greened mostly due to age). It is written in English.,,English,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/3e97d648-1a88-4f0b-b2ed-7fc8154722a9/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134932Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=a65a5e646dcccb7c2c101d9302913c8d0b4caca6569da5b44da97ac7cc76201ea77ace9784d740e88b27f5a32452ebdd3fb238b76d05effbae5edccc3d47b7a3eee9ad250e9564c0f60df1680de9e608a971ac6568103b1626705c540ba98751dbc19bccfbd7ac9b93c13a451768a361f3a220d3b3f64592472a028e32cdb6c75131497261b992d561c6c88c505d814ec42776d03bdea9e6a9346d2e974774c9a682e86f9f17d045338a87c86ad0977d32719ade0718dbebe600143034ba3624949f9269df3facc2c8dcbbc302207141a47c50849d68efc44b11cd6315d39e7274ff0e6c1cdbb48d5e08ce0190be530157105fb550391f07d816b079afedaaa0,2026-06-17 16:15:41,2026-06-17 16:15:41,832,The Comic Military Alphabet,De Witt C. Falls,1894,,"It has a red, white, and blue cover with gold lettering on the spine and red lettering on the cover. Written in English.",,English,TPRC,FF6,1,18,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/3aa530a5-0dd5-43f6-b49d-a2297a814143/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134925Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=5842f291cb39b548d0904ec3e4575215476078d69cfdb0970d60215e3b063814518069c654c39f3919647f1e61e74513b1682b47c3d6ad4f7e90df5f2c17b6295ae1a7f4672ccd527c17ee7013d74509283b6085681c06f11084235c2685ebc4502df20dbb9116c1e6d41179e0d460ae3de48d149f31c5bf79f54e9b8961c333b9885dbf83369e6a17a8deea29ecef9e07076960a9c6c24c5798acc9c9825b90bf7714a502266d1439bc9f568427a0b96ecf610430f833fccf85e6666767c3421885b981008354c8b3f356a10619aa0c4a9198e3557608d0397f347a22aff5482fdcc05d5a7cb01d5c4751c42acfa27043a4d1223ba51b8bc7d2f620df07b62b,2026-06-17 16:42:09,2026-06-17 16:42:09,833,"A New And Enlarged Military Dictionary, Or, Alphabetical Explanation Of Technical Terms",Charles James,1805,,A brown cover with gold lettering on the spine.,,English,TPRC,FF6,1,19,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/ccefdad3-eb9a-4b98-b90a-ed63d9843428/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134927Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=2b54c6b00580130ebb4e88b20d3cfcbd42eb96e839ef0f74ed82796b4036841d553906ff2f3f2ca9a4285f16ddc829cb8d0e19e435ca44dccf4d55836e7c300c20956cea303fafa79d508a4191b420bbd991ad118ca6ef67eab7f2bd52cd7226a23e1f0ccd951eb7969e40aff64a4a181cafbcf683e37b77f4f226569bd51532342ba9173635b1dd23225541a5541081f3e28b5f3ad9e701792919eaa10475d375decf7d07f4cc26cf1b3513097a018e83d0f6dbe827a58fe4c9afd40b5f35665c7a8c5a70302d1190d3e9f1846f03676408c01e60fd2a16ac674cfda960cae3d36f9b6b2f88db4878581ab192e8bbbabdd26886eda893fb77302fec704028e1,2026-06-17 16:42:09,2026-06-17 16:42:09,836,"Farrow's Military Encyclopedia: A Dictionary Of Military Knowledge, Volume I",Edward S. Farrow,1895,,A brown spine with a dark brown cover and gold lettering and detailing.,"there is some detachment between the spine and the front cover, as well as significant wear to that attachment.",English,TPRC,FF6,1,19,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/4c32e588-690a-46e3-9286-ab48248e2e5d/f80a7f7f-cf5d-4eff-8686-8de21d0e1f09/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260622%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260622T134928Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=9a35556958d063ff2baf5ab573a51a09b5b0a5f893fa8b2f0d14bc7cc09a41f765825dcf6ffc647ce937f2ab99cb9c1a227c09b663167d1ac4cf8cae6d49a3c75668f448da3650494c3ccda356b2a9129a8b3fe12f863fc0102aac0127a8bdb7b0e10724af6bf8af763de8a0a4cce2455d2cca1084452e077d255e9b60ed30bb9a9ae73b6a0950274039a5cd5f04ac898ecad5c2070a9211fa274624e1bdcd073cb0d91d0c0c33c86c5785c06e11013e72d385eada45b5b8fd059c8a714a153f42678d018dcbd5cee37c8e7c391cd3826bba016fb3f6f664c2ff812bd3ae9432198f24671b0f7252b75bce965c940cbcb2bece304018767b4f35f40c2996d9e1,2026-06-17 16:42:09,2026-06-17 16:42:09,837,"Farrow's Military Encyclopedia: A Dictionary Of Military Knowledge, Volume II",Edward S. Farrow,1895,,"A brown spine with a dark brown cover, gold lettering and detailing.",the spine is mostly detached from the front cover and partially detached from the back cover.,English,TPRC,FF6,1,19,
